complaint, summary
"DT*: THE CONTACT STATED THE DRIVERS SIDE WINDOW WOULD NOT GO UP OR DOWN. THE WINDOW WAS REMOVED AND IT WAS DISCOVERED THE WINDOW MOTOR HAD SEIZED. THE MANUFACTURER AND DEALERSHIP WERE NOTIFIED. UPDATED 10/23/06. THE DRIVERS SIDE WINDOW MOTOR FAILED.  ","Driver's side window motor seized, window would not go up or down."
"WHILE DRIVING 35 MPH CONSUMER HIT A BUMP IN THE ROAD. AS A RESULT, THE DRIVERS SIDE WINDOW FELL INTO THE DOOR AND COULD NOT BE RAISED. CONSUMER TOOK THE VEHICLE TO THE DEALER FOR INSPECTION, AND MECHANIC DETERMINED THAT THE WINDOW REGULATOR WAS BROKEN. ","Driver's side window fell into door, unable to raise, window regulator broken."
"THE CONSUMER STATED THAT THE ABS LIGHT ILLUMINATED. THE DEALER REPLACED THE MODULE. ","ABS light illuminated, module replaced."
"DT*: THE CONTACT STATED THE ABS LIGHT ILLUMINATED. THE VEHICLE WAS TAKEN TO AN INDEPENDENT REPAIR SHOP WHO DIAGNOSED THAT THE ABS MODULE NEEDED TO BE REPLACED. THE MANUFACTURER WAS NOT CONTACTED. UPDATED 08/08/06. ","ABS light illuminated, ABS module replaced."
"DT*: THE CONTACT STATED WHILE DRIVING VARIOUS SPEEDS, THE ABS LIGHT ILLUMINATED. THE DEALERSHIP DETERMINED THE ABS SENSOR NEEDED TO BE REPLACED. UPDATED 07/12/06. ","ABS light illuminated, ABS sensor replaced."
"WHILE DRIVING, THE ABS LIGHT ILLUMINATED ON THE INSTRUMENT PANEL. THE DEALER WAS NOTIFIED. ","ABS light illuminated."
"THE ABS LIGHT ILLUMINATED. THE CONSUMER TOOK THE VEHICLE TO THE DEALER AND WAS INFORMED THAT THE WHEEL SENSOR WOULD NEED TO BE REPLACED. ","ABS light illuminated, wheel sensor needs replacement."
"THE ABS LIGHT ILLUMINATED ON THE DASHBOARD. THE DEALERSHIP INFORMED THE DRIVER THAT A MODULE NEEDED TO BE REPLACED. THE ABS MODULE WAS REPLACED THREE TIMES WITHIN THE FIRST YEAR.  ","ABS light illuminated, ABS module replaced three times within the first year."
"DT*: THE CONTACT STATED THE ABS LIGHT ILLUMINATED INTERMITTENTLY AND REMAINED ON. THE VEHICLE WAS TAKEN TO AN INDEPENDENT REPAIR SHOP WHO DETERMINED THE ABS MODULE NEEDED TO BE REPLACED. THE MANUFACTURER WAS NOT CONTACTED. ","ABS light illuminated intermittently, ABS module needs replacement."
"THE ABS LIGHT ILLUMINATED ON THE DASHBOARD. THE DEALER WAS NOTIFIED.  ","ABS light illuminated."
"THE ABS LIGHT ILLUMINATED ON THE DASHBOARD. THE CONSUMER TOOK THE VEHICLE TO THE DEALER AND WAS INFORMED THAT THE ABS SENSOR NEEDED TO BE REPLACED. ","ABS light illuminated, ABS sensor needs replacement."
"ABS LIGHT ILLUMINATED ON THE DASHBOARD. DEALER NOTIFIED.  ","ABS light illuminated."
"WHILE DRIVING 20 MPH, THE VEHICLE STALLED WITHOUT WARNING. THE VEHICLE WAS TAKEN TO THE DEALER WHO INFORMED THE CONSUMER THE VEHICLE HAD A BROKEN TRANSMISSION. ","Vehicle stalled while driving, broken transmission."
"2002 FORD EXPLORER XLT 4X4. WHILE DRIVING VEHICLE SHUTS OFF WITH NO WARNING. NO LIGHTS OR WARNINGS JUST SHUTS OFF. RESTARTS AFTER TURNING KEY OFF FOR A FEW MINUTES. DEALERSHIP CAN'T FIND ANYTHING WRONG SINCE NO COMPUTER CODES ARE STORED.  ","Vehicle shuts off while driving, no warning, restarts after turning key off for a few minutes, no computer codes stored."
"ON MARCH 19 2005 MY 2002 FORD EXPLORER LEFT ME STRANDED IN AN INTERSECTION. IT WOULD NOT GO FORWARD OR BACKWARD. HAD TO HAVE IT TOWED TO A DEALERSHIP WHERE I BOUGHT IT. WAS INFORMED THAT THE TRANSMISSION HAD GONE BAD. WITH LESS THAN 1000 MILES SINCE THE REPAIR THE TRANSMISSION HAS FAILED AGAIN. I AM SCHEDULED TO HAVE IT REPLACED AGAIN ON 12-9-05.  ","Transmission failure, replaced transmission, failed again less than 1000 miles later."
"2002 FORD EXPLORER WITH ABS BRAKES. THE ABS LIGHT CAME ON INTERMITTENTLY AT FIRST. IT FINALLY CAME ON AND STAYED ON IN 5-06. REPLACED ABS SENSOR AND BRAKE SWITCH BY LOCAL MECHANIC AT A COST OF $500. HE SAID FORD HAD A RECALL ON THIS.  ","ABS light came on intermittently, replaced ABS sensor and brake switch, mechanic notes recall."
"2002 FORD EXPLORER. WHINING NOISE FROM REAR END AT HIGHWAY SPEEDS. REAR END HAD TO BE REBUILT AT 60000 MILES. DEALER CLAIMED THERE WAS NO PROBLEM DESPITE MANY OTHER 2002 EXPLORER COMPLAINTS.  ","Whining noise from rear end at highway speeds, rear end rebuilt at 60000 miles."
"ABS LIGHT ILLUMINATED ON THE DASHBOARD. THE CONSUMER TOOK THE VEHICLE TO THE DEALER AND WAS INFORMED THAT THE BRAKE SENSOR NEEDED TO BE REPLACED. ","ABS light illuminated, brake sensor needs replacement."
"2002 FORD EXPLORER XLT. HAD TO REPLACE FRONT AND REAR WHEEL BEARINGS AND SEALS AT A COST OF $2500.  ","Replacement of front and rear wheel bearings and seals, $2500 cost."
"The contact stated that the vehicle sometimes goes into 4-wheel drive high on its own, especially when backing up or making turns. The 4x4 high light illuminates each time. Additionally, the vehicle intermittently stalls, possibly due to outdoor heat, and has experienced fuel pump, PCM module, and inertia switch replacements. The gas storage tank has also developed a hole. The liftgate glass shattered after closing, causing injuries. Various other issues include surging at a complete stop, power window switch failures, rear window noise, steering wheel shaking at 55-65 mph, and a broken rear spare tire cover handle. The contact expressed frustration with the vehicle's reliability and affordability.","Intermittent 4-wheel drive engagement, stalling, liftgate glass shattering, various other issues."
"The contact reported that the vehicle's airbags did not deploy in an accident at 40 mph, resulting in injuries. However, an add-on bumper guard helped protect the passengers. The vehicle was taken to a Ford dealership, and the service manager mentioned the bumper guard. Additionally, the contact experienced loud noises and a burning smell from the vehicle. The summary includes issues with airbag deployment, bumper guard effectiveness, and other reported problems.","Airbags did not deploy in accident, add-on bumper guard helped protect passengers, loud noises and burning smell reported."
"The contact described various issues with their 2002 Ford Explorer, including hard transmission shifts, whining from the rear end, EGR valve failure, and intermittent 4x4 shifting problems. They also mentioned steering wheel shaking, power window failures, and a broken rear spare tire cover handle. Additionally, there were complaints about the liftgate glass and differential fluid leakage. The contact expressed disappointment with the vehicle's performance and reliability.","Transmission, rear end, EGR valve, 4x4 shifting, power window, steering wheel, spare tire cover, liftgate glass, and differential fluid leakage issues reported."
"The contact stated that the transmission slipped at variable speeds, sometimes not engaging the next higher gear, accompanied by a banging noise. Despite rebuilding the transfer case, the issue persisted. Additionally, the rear liftgate window hinge was replaced but continued to fail. The contact expressed frustration with ongoing transmission and liftgate issues.","Transmission slipping, transfer case rebuild, rear liftgate window hinge replacement."
"The transmission band broke, leading to a systematic failure. The contact experienced overdrive warning light flashing, engine whining, and abnormal RPM. They expressed frustration with the transmission failure and its consequences.","Transmission band breakage causing overdrive warning light, engine whining, and abnormal RPM."
"The contact reported a delay and loud clunk when shifting into reverse, leading to transmission repairs costing over $3,000. They mentioned various replaced components and expressed dissatisfaction with the repair cost and lack of warranty coverage.","Delay and loud clunk when shifting into reverse, costly transmission repairs."
"The contact experienced a sensation of running over something at 35 mph, followed by a complete stall. The engine was found to have locked up, requiring replacement. They expressed concern about the unexpected stall and engine failure.","Sensation of running over something, complete engine stall, engine replacement required."
"The liftgate latch was not properly secured, leading to difficulties in closing the liftgate. The hinge was replaced, but the issue persisted. The contact mentioned a recall for the hinge but was informed that their vehicle was not included.","Liftgate latch not securing properly, hinge replacement ineffective, recall not applicable."
"The steering column handle fractured and detached while the vehicle was nearly parked, causing concern about potential accidents. The handle was replaced, and the contact mentioned a clicking sound before the fracture.","Steering column handle fracture and detachment, potential accident risk."
"The gas pedal stuck, causing an accident, but the police report was not yet finalized. The contact expressed concern about the safety issue and mentioned contacting their attorney for further action.","Stuck gas pedal causing accident, police report pending, safety concern."
"The vehicle emitted a roaring noise from the rear axle, indicating differential issues. The dealership confirmed leaking differential and metal flakes. The contact expressed concern about the safety implications of the rear axle problem.","Roaring noise from rear axle, leaking differential, metal flakes present."
"The rear differential seals were found to be leaking, leading to a whining noise from the rear. After seal replacement, a whining noise persisted, indicating ongoing issues. The contact mentioned other complaints about rear differential problems on similar vehicles.","Leaking rear differential seals, persistent whining noise, ongoing rear differential issues."
"The caged nut broke from an 8-inch bolt with washers on the rear end, a problem the mechanic had not seen before. The contact expressed concern about the unusual failure.","Caged nut broke from bolt on rear end, unusual failure."
"The contact reported a roaring noise from the vehicle's rear axle, indicating leaking differential and metal flakes. They expressed concern about the safety implications of the issue.","Roaring noise from rear axle, leaking differential, metal flakes present."
"The overdrive light illuminated while driving 60 mph on the highway, and the vehicle operated at a reduced speed. After inspection, the automatic transmission was replaced, but the problem persisted and the transmission needed replacement again. Manufacturer was alerted.","Overdrive light illuminated while driving, transmission replaced but problem persisted."
"Fluid leak from rear axle, both left and right rear axle seals failed at 75k miles. Dealer stated repair is common on Explorers, Mountaineers, and Aviators. Cost of repair quoted at $490, believed to be due to insufficiently designed seals. Requested recall.","Fluid leak from rear axle due to failed seals, common issue on Explorers, Mountaineers, and Aviators. Repair cost deemed excessive, requested recall."
"Headlights intermittently turning on and off, replaced passenger side pigtail but problem persists.","Intermittent headlight issues, passenger side pigtail replaced but problem remains."
"Vehicle's O/D light began to flash, followed by hard shifting into 3rd or 4th gear. Dealership diagnosed transmission needing pressure solenoid valve body and other parts, $2000 worth of repairs. Manufacturer offered no assistance.","O/D light flashing, hard shifting into 3rd or 4th gear, $2000 worth of transmission repairs needed."
"Electrical fault in right side of left front driver's seat resulted in fire, totaling the vehicle. Despite preserved interior, Ford refused responsibility, case in litigation.","Electrical fault in driver's seat caused fire, vehicle totaled. Ford refuses responsibility, litigation ongoing."
"Transmission failure, grinding noise in right rear at 40k miles. Right rear wheel bearing replaced, followed by left rear wheel bearing, and another replacement of right rear wheel bearing at 80k miles. Ford Customer Care unresponsive.","Multiple wheel bearing failures, Ford Customer Care unresponsive."
"Transmission failure at 63,884 miles, no warning. Owner notes numerous complaints online, suspects major defect in engine.","Transmission failure at 63,884 miles, no warning. Suspects major defect."
"O/D light flashing, followed by transmission failure. Dealer diagnosed 3rd gear issue, needing transmission replacement. Owner disappointed, last Ford product purchased.","O/D light flashing, transmission failure, disappointed owner."
"Burning odor from A/C vents in rear of vehicle while driving at 55 mph, rear vent hot to touch. Dealer and manufacturer not yet notified.","Burning odor from A/C vents, rear vent hot to touch."
"Rear hatchback door windshield fell off while open, causing injuries. Dealer unable to determine cause of problem.","Rear hatchback door windshield fell off while open, causing injuries. Cause undetermined."
"Whining noise and leaking axle seals on rear differential at 66,000 miles. Repair done under warranty, but seals failed again at 54,500 miles. Owner suspects design/material flaw, requests recall.","Whining noise and leaking axle seals on rear differential, repaired under warranty but failed again. Suspects design flaw, requests recall."
"Crack in back hatch door near windshield wiper, Ford unwilling to resolve under recall. Owner suspects impact of weak hinges caused crack.","Crack in back hatch door, Ford unwilling to resolve under recall. Suspects weak hinges caused crack."
"Transmission slipping from 2nd to 3rd gear, hissing noise. Owner demands repair or replacement, hopes for recall.","Transmission slipping, hissing noise, demands repair or recall."
"Brake rotors rusted and eaten away at 39,000 miles, all four replaced. Owner notes numerous similar complaints, suspects design flaw.","Brake rotors rusted and eaten away, all four replaced at 39,000 miles. Suspects design flaw."
"Four-wheel drive failure despite electronic indicator showing engaged. Dealer traced fault to faulty electronic module, dangerous situation avoided.","Four-wheel drive failure due to faulty electronic module, dealer fixed issue."
"Faulty seat belt pretensioner sensor affecting airbag system, covered under warranty but not recall. Owner requests assistance for repair.","Faulty seat belt pretensioner sensor affecting airbag system, covered under warranty but not recall."
"Transmission failure, delayed shifting and flashing O/D light. Dealer unable to assist, owner stranded with unsafe vehicle. Calls for recall.","Transmission failure, delayed shifting, flashing O/D light. Calls for recall."
"Hatch hinge repaired multiple times, followed by recall for liftgate glass strut. Glass shattered after recall repair, Ford unwilling to cover replacement.","Hatch hinge repaired multiple times, recall repair led to shattered glass. Ford unwilling to cover replacement."
"Transmission failure, hard shifting and flashing O/D light. Dealer offers no assistance, owner calls for recall.","Transmission failure, hard shifting, flashing O/D light. Calls for recall."
"Rear differential whining noise at 45k miles, dealer suggests wheel bearing replacement. Subsequent failures and engine failure at 78k miles. Owner seeks legal advice.","Rear differential whining noise, wheel bearing replacement suggested. Engine failure at 78k miles. Owner seeks legal advice."
"Transmission shifting issues, followed by catastrophic failure. Dealer and Ford unable to assist, owner calls for recall.","Transmission shifting issues, catastrophic failure. Calls for recall."
"The rear end of the 2002 Ford Explorer has required repeated repairs over the past three years, including replacement of the ring and pinion and bearings. The issue is recurring and common in this model year.","Repeated rear end repairs necessary, including ring and pinion replacement."
"The rear suspension of the 2002 Ford Explorer experienced cracked springs and frozen shocks, attributed to bad steel. No current recall for this issue.","Cracked rear springs and frozen shocks due to bad steel, no recall."
"Vertical cracks observed below the rear window and rear panel of the 2002 Ford Explorer, similar to other instances seen. Potential safety hazard if rear hatch fails.","Vertical cracks below rear window and rear panel, potential safety concern."
"The rear hatch of the 2002 Ford Explorer experienced a hydraulic support failure, causing it to close forcefully and injure the contact's arm. Manufacturer contacted for repairs.","Hydraulic support failure in rear hatch, causing injury, manufacturer contacted for repairs."
